treatment,outcome,subgroup,subgroup_variable,subgroup_level,treatment_descr,outcome_descr,subgroup_descr,subgroup_variable_descr,subgroup_level_descr,period,model,model_descr,term_left,term_right,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,term_midpoint,hr,hr.ll,hr.ul,ve,ve.ll,ve.ul
moderna,postest,cev-FALSE,cev,FALSE,mRNA-1273,Positive SARS-CoV-2 test,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-0.8570052005737228,0.033909558673142,0.03384118287346146,-25.32432757383884,1.723926400207095e-141,-0.923332700199941,-0.7906777009475046,49,0.4244312674078949,0.3971931072937662,0.45353732843162875,0.5755687325921051,0.5464626715683712,0.6028068927062338
moderna,postest,cev-TRUE,cev,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-0.6489121555013,0.053283359891299044,0.05328222453105303,-12.17877371323174,4.033000418907413e-34,-0.7533433965983405,-0.5444809144042595,14,0.5226139903953376,0.4707898812032474,0.5801428489900476,0.4773860096046624,0.41985715100995236,0.5292101187967526
moderna,postest,cev-TRUE,cev,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-0.7155684987396537,0.053548243835901274,0.05349269260328068,-13.376939240029362,8.247425487858175e-41,-0.820412249678156,-0.6107247478011514,14,0.4889140857335479,0.44025012411867226,0.5429572193924858,0.5110859142664521,0.45704278060751424,0.5597498758813277
moderna,postest,cev-TRUE,cev,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-0.8088980765882108,0.09614304323705573,0.09610237575072124,-8.417045575297758,3.860975026377447e-17,-0.9972552718883598,-0.6205408812880617,49,0.4453485359214284,0.3688905571998408,0.5376535521886908,0.5546514640785716,0.4623464478113092,0.6311094428001591
moderna,postest,cev-TRUE,cev,TRUE,mRNA-1273,Positive SARS-CoV-2 test,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-0.9191533708786745,0.09674141660885266,0.09576199591775371,-9.59831049958587,8.126552245240451e-22,-1.1068434339651434,-0.7314633077922057,49,0.39885658177582656,0.33060087927487036,0.4812043246068557,0.6011434182241735,0.5187956753931443,0.6693991207251296
moderna,covidemergency,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.056749946174526,0.20991023819080332,0.20991111866147535,-5.034273329173914,4.796648671002938e-7,-1.4681681787055312,-0.6453317136435208,14,0.3475836421260402,0.2303470535877335,0.5244885332452841,0.6524163578739598,0.4755114667547159,0.7696529464122666
moderna,covidemergency,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.1178587052180393,0.2107513093515647,0.2112445106553932,-5.291776348411824,1.2113397478331629e-7,-1.5318903380343976,-0.7038270724016811,14,0.3269792043987354,0.21612672834649432,0.4946884678595757,0.6730207956012646,0.5053115321404242,0.7838732716535057
moderna,covidemergency,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-16.361431284601576,1.054096352668946,0.2508185620646325,-65.23213892114356,0,-16.85302663290238,-15.869835936300772,49,7.840083300352162e-8,4.795385546515711e-8,1.2817927893435413e-7,0.999999921599167,0.999999871820721,0.9999999520461446
moderna,covidemergency,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 A&E attendance,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-16.500935088631266,1.057193814336426,0.2567513393148794,-64.2681558455068,0,-17.00415846667085,-15.99771171059168,49,6.819223815408428e-8,4.122757671846147e-8,1.1279298262468633e-7,0.9999999318077618,0.9999998872070174,0.9999999587724233
moderna,covidemergency,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.0065756559642376,0.39173041178694873,0.3917011431741814,-2.5697541952708423,0.010177069743712784,-1.7742957892888003,-0.2388555226396749,14,0.36546832854144173,0.16960284359434485,0.7875286542149036,0.6345316714585583,0.2124713457850964,0.8303971564056551
moderna,covidemergency,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.0154768763417703,0.3951579850445934,0.3936677718039754,-2.579527584105669,0.00989355567692926,-1.7870515309516946,-0.24390222173184617,14,0.3622296498881114,0.16745317300498605,0.7835642460722847,0.6377703501118885,0.2164357539277153,0.8325468269950139
moderna,covidemergency,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,NA,0,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
moderna,covidemergency,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 A&E attendance,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,NA,0,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
moderna,covidadmittedproxy1,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-12.424889938325107,0.44573029062111347,0.25791458190317584,-48.17443762442853,0,-12.930393229943038,-11.919386646707176,14,4.017342521142742e-6,2.4232686921275798e-6,6.660029481919223e-6,0.9999959826574789,0.9999933399705181,0.9999975767313078
moderna,covidadmittedproxy1,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-11.043951686560519,0.44752588761114553,0.26333091530268127,-41.939442142090435,0,-11.560070796569741,-10.527832576551296,14,1.5983530868453624e-5,9.539487486180867e-6,2.678060633685977e-5,0.9999840164691316,0.9999732193936631,0.9999904605125138
moderna,covidadmittedproxy1,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-16.193843822443313,1.4142162780178578,0.4715148845818058,-34.34428976045135,1.7138825455178359e-258,-17.117996014398212,-15.269691630488413,49,9.270496346990619e-8,3.679160972396069e-8,2.3359158015746248e-7,0.9999999072950365,0.9999997664084198,0.9999999632083902
moderna,covidadmittedproxy1,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-13.789379608783452,1.4218144036985765,0.4827292886030001,-28.56545052132508,1.8058633825923785e-179,-14.735511628727973,-12.843247588838931,49,1.0264753557799597e-6,3.985186143650199e-7,2.6439208058133797e-6,0.9999989735246442,0.9999973560791942,0.9999996014813857
moderna,covidadmittedproxy1,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-12.357637314660547,0.7905694161395832,0.4662580238848873,-26.503859840729472,8.748619424062812e-155,-13.271486248977743,-11.443788380343351,14,4.296811531314494e-6,1.7229265180993526e-6,1.0715830966490792e-5,0.9999957031884686,0.9999892841690335,0.9999982770734819
moderna,covidadmittedproxy1,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-13.446450912875278,0.7998675598966826,0.464443242700409,-28.951763480707946,2.666430885984686e-184,-14.356742941431074,-12.536158884319482,14,1.4463738702002364e-6,5.820305254107175e-7,3.5943086849641867e-6,0.9999985536261298,0.999996405691315,0.9999994179694746
moderna,covidadmittedproxy1,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,NA,0,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
moderna,covidadmittedproxy1,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation (A&E proxy),Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,NA,0,0,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
moderna,covidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.7164676470246067,0.1513707889807389,0.15137005394822714,-11.339545717620524,8.357717991252617e-30,-2.0131475011010167,-1.4197877929481966,14,0.17969979121891394,0.13356760816901408,0.24176531575873933,0.820300208781086,0.7582346842412606,0.866432391830986
moderna,covidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.738346037787577,0.1518796992068252,0.15216787718801433,-11.423869938329531,3.177622265469932e-30,-2.036589596679999,-1.4401024788951549,14,0.1758109449355545,0.13047291825832033,0.23690347983123666,0.8241890550644455,0.7630965201687634,0.8695270817416797
moderna,covidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-2.270845931533369,0.4699378655138988,0.46981232267193895,-4.833517176855869,1.3414169888619384e-6,-3.19166116346348,-1.3500306996032583,49,0.10322482200687194,0.04110353450604785,0.2592323021949024,0.8967751779931281,0.7407676978050977,0.9588964654939521
moderna,covidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-2.2930869229500295,0.47072792674680236,0.46836142286672156,-4.8959773606344985,9.781832805092558e-7,-3.211058443516738,-1.375115402383321,49,0.10095434208141427,0.04031392067419328,0.25281041919635017,0.8990456579185857,0.7471895808036498,0.9596860793258067
moderna,covidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.280005160545795,0.21923961497466657,0.219240329868661,-5.83836541986869,5.271543869376827e-9,-1.7097083110470515,-0.8503020100445384,14,0.2780358656326747,0.1809185568657949,0.4272858678364026,0.7219641343673253,0.5727141321635973,0.8190814431342051
moderna,covidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.2702049882472055,0.22033598207114025,0.22038916525112248,-5.763463856310133,8.24049068772514e-9,-1.7021598147222519,-0.8382501617721592,14,0.2807740604963663,0.18228938727239716,0.4324666083265421,0.7192259395036338,0.567533391673458,0.8177106127276028
moderna,covidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-14.131462906311086,1.0235326545196137,0.4099269735235863,-34.473122821955485,2.028333658075858e-260,-14.93490501070882,-13.328020801913352,49,7.290941918834405e-7,3.2647743229061817e-7,1.6282238466179055e-6,0.9999992709058081,0.9999983717761534,0.9999996735225677
moderna,covidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-14.810653505215035,1.0254851506303084,0.4193421826854236,-35.318778116642484,3.0243021514325402e-273,-15.632549080476881,-13.988757929953188,49,3.6967059737138874e-7,1.6250629776074052e-7,8.409295666935923e-7,0.9999996303294026,0.9999991590704334,0.9999998374937022
moderna,noncovidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-0.6389173387731534,0.026728081816834455,0.026711281824502314,-23.919381442304022,1.925328769732208e-126,-0.6912704891300773,-0.5865641884162295,14,0.5278636122516398,0.5009392267586776,0.5562351244526944,0.4721363877483602,0.4437648755473056,0.49906077324132236
moderna,noncovidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-0.6553525141914671,0.026906760819560265,0.026955739575745197,-24.312169671692256,1.4576301212275267e-130,-0.7081847929365687,-0.6025202354463656,14,0.5192589841591091,0.49253744394928994,0.547430243004449,0.4807410158408909,0.452569756995551,0.50746255605071
moderna,noncovidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-0.6113330298271773,0.09239356961004336,0.0923881363384677,-6.617007919583245,3.665418665300842e-11,-0.7924104496493501,-0.43025561000500445,49,0.5426270487036565,0.4527521426758045,0.6503428393395339,0.4573729512963435,0.34965716066046615,0.5472478573241955
moderna,noncovidadmitted,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 hospitalisation,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-0.6291586144889533,0.0927826523061814,0.09270794212440801,-6.786458636355701,1.1491943199002804e-11,-0.8108628421336167,-0.44745438684428984,49,0.5330401046031946,0.44447438948995405,0.6392533739490216,0.4669598953968054,0.3607466260509784,0.5555256105100459
moderna,noncovidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-0.695381979681472,0.05318493831786577,0.053156367866610404,-13.081818935154685,4.1830898589392085e-39,-0.7995665462489906,-0.5911974131139534,14,0.49888384809142466,0.44952376965870167,0.5536639232124972,0.5011161519085754,0.44633607678750276,0.5504762303412983
moderna,noncovidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-0.7345891006752419,0.053611392021746675,0.05346612730854157,-13.739336242479009,5.901434150844467e-43,-0.8393807845928167,-0.629797416757667,14,0.4797025279291821,0.43197792801860685,0.5326997061102989,0.5202974720708179,0.46730029388970107,0.5680220719813931
moderna,noncovidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-0.5833193099722569,0.14543478661226394,0.14537299049365798,-4.012570065398116,6.006124382080258e-5,-0.8682451356647102,-0.29839348427980367,49,0.5580429713532599,0.41968739784802045,0.7420093132973831,0.44195702864674014,0.25799068670261693,0.5803126021519796
moderna,noncovidadmitted,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 hospitalisation,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-0.6881487504798286,0.1465882006538341,0.14614530486907049,-4.708661363403575,2.493489274753599e-6,-0.9745882845328329,-0.40170921642682433,49,0.5025054715357501,0.3773476814624712,0.6691753025875683,0.4974945284642499,0.3308246974124317,0.6226523185375288
moderna,coviddeath,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-17.261629360796366,3224.7917179736155,0.21788074159008053,-79.22512671299921,0,-17.688667767237803,-16.83459095435493,14,3.186908686494366e-8,2.079261903632001e-8,4.8846116779768476e-8,0.9999999681309132,0.9999999511538832,0.9999999792073809
moderna,coviddeath,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-16.018829674264605,1572.1537815371219,0.22863635618421566,-70.06247799609787,0,-16.46694869794214,-15.57071065058707,14,1.104359994519156e-7,7.054967975349622e-8,1.728726482892235e-7,0.9999998895640005,0.9999998271273517,0.9999999294503202
moderna,coviddeath,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-19.211353924009714,6055.273614850724,0.4102096339717383,-46.833014958720575,0,-20.01535003270568,-18.40735781531375,49,4.535393788287071e-9,2.0297564373223726e-9,1.0134120743062327e-8,0.9999999954646062,0.9999999898658792,0.9999999979702435
moderna,coviddeath,cev-FALSE,cev,FALSE,mRNA-1273,COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-17.971639287613865,3187.770250653688,0.4152415323667308,-43.27996572303796,0,-18.78549773593788,-17.15778083928985,49,1.5668096100426485e-8,6.943237060544211e-9,3.535659711335827e-8,0.9999999843319038,0.9999999646434029,0.9999999930567629
moderna,coviddeath,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-13.917718737856124,0.7071067992338848,0.3779694879767373,-36.822334025842615,8.109198025623974e-297,-14.658525321545573,-13.176912154166674,14,9.028415786412547e-7,4.304109781605314e-7,1.8938246408283167e-6,0.9999990971584214,0.9999981061753592,0.9999995695890218
moderna,coviddeath,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-14.18222268769125,0.7138749229310908,0.3944634521125377,-35.95319822847659,4.511223345787107e-283,-14.955356847049163,-13.409088528333335,14,6.930091130551428e-7,3.198681852692e-7,1.501436069277378e-6,0.9999993069908869,0.9999984985639307,0.9999996801318147
moderna,coviddeath,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-19.21786920406477,5589.007297035972,0.3780354530734462,-50.83615583623858,0,-19.958805076968005,-18.476933331161533,49,4.505940480060486e-9,2.147835863268151e-9,9.453003349592033e-9,0.9999999954940595,0.9999999905469966,0.9999999978521641
moderna,coviddeath,cev-TRUE,cev,TRUE,mRNA-1273,COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-20.41004183447345,8368.877297136005,0.48230688262843074,-42.31754214919083,0,-21.35534595392096,-19.46473771502594,49,1.3678278935440828e-9,5.314850991947776e-10,3.52023631366489e-9,0.9999999986321721,0.9999999964797637,0.9999999994685149
moderna,noncoviddeath,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.8251023388091834,0.146921435950428,0.14692076048312466,-12.422358370645753,1.9764785224564632e-35,-2.1130617379373433,-1.5371429396810234,14,0.16120114615226325,0.12086733522944723,0.21499447697323226,0.8387988538477368,0.7850055230267677,0.8791326647705527
moderna,noncoviddeath,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-1.8943136167447467,0.1474384356102883,0.14782523854638793,-12.81454801204536,1.3592811546780636e-37,-2.1840457603017094,-1.6045814731877843,14,0.15042154645177183,0.11258511559882517,0.20097365017208946,0.8495784535482281,0.7990263498279105,0.8874148844011749
moderna,noncoviddeath,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-11.923212921811864,0.38188133158431414,0.20837812851688656,-57.21911894820396,0,-12.33162654887082,-11.514799294752907,49,6.634595067480241e-6,4.4100410997805386e-6,9.981279247402855e-6,0.9999933654049326,0.9999900187207525,0.9999955899589003
moderna,noncoviddeath,cev-FALSE,cev,FALSE,mRNA-1273,Non-COVID-19 death,Not Clinically Extremely Vulnerable,Clinically extremely vulnerable,Not Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-11.627312476323187,0.38349735037188093,0.22246868420094595,-52.26494020084534,0,-12.063343085045055,-11.191281867601319,49,8.919127087353062e-6,5.767089148624076e-6,1.3793930690205216e-5,0.9999910808729127,0.9999862060693098,0.9999942329108513
moderna,noncoviddeath,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,0,Unadjusted,0,28,-1.9296454404313752,0.2146409454911819,0.21464695057707892,-8.989857229480867,2.4755179542067035e-19,-2.350345732953799,-1.5089451479089517,14,0.14519967129081368,0.0953361956525375,0.22114312825948376,0.8548003287091863,0.7788568717405162,0.9046638043474625
moderna,noncoviddeath,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,1,3,Full adjustment,0,28,-2.0449171006747737,0.21562465904856298,0.2161939135713671,-9.458717254774763,3.1174390975833157e-21,-2.4686493849514184,-1.621184816398129,14,0.12939091595239974,0.0846991777679595,0.19766436430902687,0.8706090840476003,0.8023356356909731,0.9153008222320405
moderna,noncoviddeath,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,0,Unadjusted,28,70,-1.9925382788906787,0.43607193215026746,0.4361221011003422,-4.568762449468799,4.906124539479518e-6,-2.847321889909286,-1.137754667872072,49,0.13634889431504413,0.05799944195721765,0.3205379285312509,0.8636511056849558,0.6794620714687492,0.9420005580427824
moderna,noncoviddeath,cev-TRUE,cev,TRUE,mRNA-1273,Non-COVID-19 death,Clinically Extremely Vulnerable,Clinically extremely vulnerable,Clinically Extremely Vulnerable,2,3,Full adjustment,28,70,-2.2168887985050456,0.43964125642440305,0.4461095709144408,-4.969381835858935,6.716668745968612e-7,-3.0912474906559666,-1.3425301063541246,49,0.10894753983724656,0.045445226532775426,0.26118400857850294,0.8910524601627534,0.7388159914214971,0.9545547734672246
